name,PARTY,handle,STATEABBR,RACE,DISTRICT,ELECTIONDATE,VOTE_SHARE,NOTES,NONPARTISAN_PRIMARY,DISTRICT_CORR,STATE_CORR,RUNOFF_PERC,RANKED_CHOICE_VOTING,COMPLETE
Maggie Hassan,D,maggie_hassan,NH,US Senator,,13/09/2022,93.4,,,,,,,Y
Chuck Morse,R,,NH,US Senator,,13/09/2022,35.8,,,,,,,Y
Mario DeSantis,D,desantisford1,NJ,US Representative,1,07/06/2022,22.1,,,,,,,Y
Claire H. Gustafson,R,clairegfornjrep,NJ,US Representative,1,07/06/2022,68,,,,,,,Y
Donald Norcross,D,donnorcross4nj,NJ,US Representative,1,07/06/2022,77.9,,,,,,,Y
Imani R. Oakley,D,,NJ,US Representative,10,07/06/2022,10.3,,,,,,,Y
Thomas A. Toomey,R,,NJ,US Representative,11,07/06/2022,16.2,,,6,,,,Y
Robert D. Kovic,R,robertkovic,NJ,US Representative,11,07/06/2022,,WD,,,,,,Y
Hillery Brotschol,R,,NJ,US Representative,11,07/06/2022,,WD,,,,,,Y
Mikie Sherrill,D,mikiesherrill,NJ,US Representative,11,07/06/2022,100,,,,,,,Y
Tayfun Selen,R,tayfun_selen,NJ,US Representative,11,07/06/2022,35.3,,,,,,,Y
Darius Mayfield,R,mrmayfieldusa,NJ,US Representative,12,07/06/2022,100,,,,,,,Y
Bonnie Watson Coleman,D,bonnie4congress,NJ,US Representative,12,07/06/2022,100,,,,,,,Y
Scott Hitchner,R,clvrlibertyname,NJ,US Representative,2,07/06/2022,,WD,,,,,,Y
Curtis Green,D,revcurtisgreen,NJ,US Representative,2,07/06/2022,,WD,,,,,,Y
Carolyn Rush,D,carolynrush31,NJ,US Representative,2,07/06/2022,38,,,,,,,Y
Hector Tavarez,D,,NJ,US Representative,2,07/06/2022,,WD,,,,,,Y
Timothy C. Alexander,D,talexander_nj02,NJ,US Representative,2,07/06/2022,62,,,,,,,Y
Jefferson Van Drew,R,,NJ,US Representative,2,07/06/2022,85.7,,,,,,,Y
Tricia Flanagan,R,newdayfornj,NJ,US Representative,3,07/06/2022,,WD,,4,,,,Y
Andy Kim,D,andykimnj,NJ,US Representative,3,07/06/2022,54.9,,,,,,,Y
Daniel Francisco,R,dfrancisco7,NJ,US Representative,4,07/06/2022,,WD,,,,,,Y
Fred Schneiderman,R,,NJ,US Representative,5,07/06/2022,2,UW,,,,,,Y
Nicholas A. D'Agostino,R,wepicknick,NJ,US Representative,5,07/06/2022,,WD,,,,,,Y
Frank T. Pallotta,R,frankpallottanj,NJ,US Representative,5,07/06/2022,50.2,,,,,,,Y
Josh Gottheimer,D,joshgottheimer,NJ,US Representative,5,07/06/2022,100,,,,,,,Y
Frank Pallone,D,pallonefornj,NJ,US Representative,6,07/06/2022,56.9,,,,,,,Y
Sterling Irwin Schwab,R,sterlingschwab,NJ,US Representative,7,07/06/2022,0.8,,,,,,,Y
Rikin Mehta,R,rikmehta_nj,NJ,US Representative,7,07/06/2022,94,,,,,,,Y
Tom Malinowski,D,malinowski,NJ,US Representative,7,07/06/2022,94,,,,,,,Y
Thomas H. Kean,R,keanforcongress,NJ,US Representative,7,07/06/2022,45.2,,,,,,,Y
Albio Sires,D,rikmehta_nj,NJ,US Representative,8,07/06/2022,,NL,,,,,,Y
William Sreboe Prempeh,R,billyprempeh,NJ,US Representative,9,07/06/2022,100,,,,,,,Y
Michael J. Wildes,D,michael_wildes,NJ,US Representative,9,07/06/2022,,NL,,,,,,Y
Bill Pascrell,D,pascrellfornj,NJ,US Representative,9,07/06/2022,100,,,,,,,Y
Jacquelyn Patrice Reeve,R,,NM,US Representative,1,07/06/2022,,WD,,,,,,Y
Sheridan J. Lund,D,lund2022,NM,US Representative,1,07/06/2022,,WD,,,,,,Y
Melanie A. Stansbury,D,melaniefornm,NM,US Representative,1,07/06/2022,100,,,,,,,Y
Michael Rakebrandt,R,mike4congress2,NM,US Representative,2,07/06/2022,,NL,,,,,,Y
Gabe Vasquez,D,gabe_nm,NM,US Representative,2,07/06/2022,50.3,,,,,,,Y
Yvette Herrell,R,yvette4congress,NM,US Representative,2,07/06/2022,49.7,,,,,,,Y
Teresa Leger Fernandez,D,teresafornm,NM,US Representative,3,07/06/2022,100,,,,,,,Y
Robert M. Cornicelli,R,,NY,US Representative,1,28/06/2022,,,,2,,,,Y
Kara Hahn,D,karahahn,NY,US Representative,1,28/06/2022,,NL,,,,,,Y
John Atkinson,D,,NY,US Representative,1,28/06/2022,,NL,,,,,,Y
Austin C. Smith,D,,NY,US Representative,1,28/06/2022,,NL,,,,,,Y
Bridget M. Fleming,D,bridgetmfleming,NY,US Representative,1,28/06/2022,,C,,,,,,Y
Benine N. Hamdan,R,najimbenine,NY,US Representative,10,28/06/2022,,C,,,,,,Y
Ashmi Sheth,D,,NY,US Representative,10,28/06/2022,1,,,12,,,,Y
Robert M. Wyman,D,bobwyman,NY,US Representative,10,28/06/2022,,NL,,,,,,Y
Jerry Nadler,D,jerrynadler,NY,US Representative,10,28/06/2022,56.3,,,12,,,,Y
Brittany Ramos DeBarros,D,,NY,US Representative,11,28/06/2022,20.1,,,,,,,Y
Max Rose,D,maxrose4ny,NY,US Representative,11,28/06/2022,74.9,,,,,,,Y
Mike DeCillis,D,mikedecillis,NY,US Representative,11,28/06/2022,,WD,,,,,,Y
Nicole Malliotakis,R,nmalliotakis,NY,US Representative,11,28/06/2022,78.1,,,,,,,Y
Maud Maron,D,maudmaron,NY,US Representative,12,28/06/2022,0.9,,,10,,,,Y
Maya Contreras,D,mayatcontreras,NY,US Representative,12,28/06/2022,,WD,,,,,,Y
Rana Abdelhamid,D,,NY,US Representative,12,28/06/2022,,WD,,,,,,Y
Jesse Cerrotti,D,,NY,US Representative,12,28/06/2022,,WD,,,,,,Y
Suraj Patel,D,surajpatelnyc,NY,US Representative,12,28/06/2022,18.3,,,,,,,Y
Carolyn B. Maloney,D,carolynbmaloney,NY,US Representative,12,28/06/2022,24.2,,,,,,,Y
Adriano Espaillat,D,espaillatny,NY,US Representative,13,28/06/2022,80.4,,,,,,,Y
Pura De Jesus-Coniglio,R,conigliopura,NY,US Representative,14,28/06/2022,,WD,,,,,,Y
Desi Cuellar,R,desijcuellar,NY,US Representative,14,28/06/2022,31.7,,,,,,,Y
Alexandria Ocasio-Cortez,D,aoc,NY,US Representative,14,28/06/2022,,C,,,,,,Y
Ritchie Torres,D,ritchietorres,NY,US Representative,15,28/06/2022,,C,,,,,,Y
Jamaal Bowman,D,jamaalbowmanny,NY,US Representative,16,28/06/2022,60.9,,,,,,,Y
Patrick Delices,R,pd4congress,NY,US Representative,16,28/06/2022,,,,15,,,,Y
Mondaire Jones,D,mondairejones,NY,US Representative,17,28/06/2022,,NL,,,,,,Y
Colin J. Schmitt,R,colinschmitt,NY,US Representative,18,28/06/2022,,C,,,,,,Y
Sean Patrick Maloney,D,spmaloney,NY,US Representative,18,28/06/2022,,NL,,,,,,Y
Kyle Van De Water,R,kyle4congress,NY,US Representative,19,28/06/2022,,WD,,,,,,Y
Antonio Delgado,D,,NY,US Representative,19,28/06/2022,,WD,,,,,,Y
Marcus J. Molinaro,R,marcmolinaro,NY,US Representative,19,28/06/2022,,C,,,,,,Y
Cait Corrigan,R,iamcaitcorrigan,NY,US Representative,2,28/06/2022,,WD,,1,,,,Y
Michael Rakebrandt,R,mike4congress2,NY,US Representative,2,28/06/2022,8.6,,,,,,,Y
Muzibul Huq,D,muzibuldr,NY,US Representative,2,28/06/2022,1.5,,,4,,,,Y
Andrew Garbarino,R,garbarinoforny,NY,US Representative,2,28/06/2022,51.3,,,,,,,Y
Justin R. Chaires,D,,NY,US Representative,20,28/06/2022,,NL,,,,,,Y
Elizabeth L. Joy,R,lizlemeryjoy,NY,US Representative,20,28/06/2022,,C,,,,,,Y
Rostislav Rar,D,rarrostislav,NY,US Representative,20,28/06/2022,11.7,,,,,,,Y
Paul D. Tonko,D,paultonko,NY,US Representative,20,28/06/2022,87.8,,,,,,,Y
Bridie Farrell,D,bridieforus,NY,US Representative,21,28/06/2022,,WD,,,,,,Y
Matt Putorti,D,mattputorti,NY,US Representative,21,28/06/2022,18.6,,,,,,,Y
Ezra Watson,D,,NY,US Representative,21,28/06/2022,,WD,,,,,,Y
Elise Stefanik,R,elisestefanik,NY,US Representative,21,28/06/2022,59.7,,,,,,,Y
Mikayla Ridley,D,,NY,US Representative,22,28/06/2022,,WD,,,,,,Y
Francis Conole,D,fdconole,NY,US Representative,22,28/06/2022,39.3,,,,,,,Y
Anthony Brindisi,D,,NY,US Representative,22,28/06/2022,,NL,,,,,,Y
Joe Sempolinski,R,joesempo,NY,US Representative,23,28/06/2022,,WD,,,,,,Y
Tom Reed,R,tomreedcongress,NY,US Representative,23,28/06/2022,,NL,,,,,,Y
Claudia Tenney,R,claudiatenney,NY,US Representative,23,28/06/2022,53.6,,,24,,,,Y
Andrew Kyle McCarthy,R,amccarthyny,NY,US Representative,24,28/06/2022,,WD,,,,,,Y
Steven W. Holden,D,,NY,US Representative,24,28/06/2022,,C,,,,,,Y
Joseph Morelle,D,votemorelle,NY,US Representative,25,28/06/2022,,C,,,,,,Y
Eddie Egriu,D,egriu,NY,US Representative,26,28/06/2022,8.7,,,,,,,Y
Brian Higgins,D,higgins4wny,NY,US Representative,26,28/06/2022,91,,,,,,,Y
Reema Rasool,D,reemarasool,NY,US Representative,3,28/06/2022,2.5,,,,,,,Y
Kevin Surdi,R,,NY,US Representative,3,28/06/2022,,NL,,,,,,Y
George A. Devolder-Santos,R,santos4congress,NY,US Representative,3,28/06/2022,,C,,,,,,Y
Melanie D'Arrigo,D,darrigomelanie,NY,US Representative,3,28/06/2022,15.8,,,,,,,Y
Jon Kaiman,D,,NY,US Representative,3,28/06/2022,25.9,,,,,,,Y
Thomas Suozzi,D,tom_suozzi,NY,US Representative,3,28/06/2022,,NL,,,,,,Y
Kathleen Rice,D,kathleenrice,NY,US Representative,4,28/06/2022,,NL,,,,,,Y
Amit Lal,R,lalforcongress,NY,US Representative,5,28/06/2022,,WD,,,,,,Y
Gregory W. Meeks,D,gregmeeksnyc,NY,US Representative,5,28/06/2022,,C,,,,,,Y
Jesus Gonzalez,R,,NY,US Representative,6,28/06/2022,,WD,,,,,,Y
Grace Meng,D,grace4ny,NY,US Representative,6,28/06/2022,,C,,,,,,Y
Nydia M. Velazquez,D,reelectnydia,NY,US Representative,7,28/06/2022,84.2,,,,,,,Y
Queen Johnson,D,,NY,US Representative,8,28/06/2022,12.5,,,,,,,Y
Hakeem Jeffries,D,hakeemjeffries,NY,US Representative,8,28/06/2022,86.9,,,,,,,Y
Steven Lewis Green,D,steveng_nys,NY,US Representative,9,28/06/2022,,WD,,,,,,Y
Isiah James,D,isiah4congress,NY,US Representative,9,28/06/2022,,NL,,,,,,Y
Yvette D. Clarke,D,voteyvette,NY,US Representative,9,28/06/2022,,C,,,,,,Y
Moses R. Mugulusi,D,mugulusi4senate,NY,US Senator,,28/06/2022,,WD,,,,,,Y
Khaled Salem,D,khaledyork,NY,US Senator,,28/06/2022,,WD,,,,,,Y
Mark Szuszkiewicz,R,mark4ny,NY,US Senator,,28/06/2022,,WD,,,,,,Y
Antoine Tucker,R,montaga,NY,US Senator,,28/06/2022,,NL,,,,,,Y
Joe Pinion,R,josephpinion,NY,US Senator,,28/06/2022,,C,,,,,,Y
Patrick J. Hahn,R,phahnfor,NY,US Senator,,28/06/2022,,WD,,,,,,Y
Alexandria Ocasio-Cortez,D,aoc,NY,US Senator,,28/06/2022,,NL,,,,,,Y
Chuck Schumer,D,chuckschumer,NY,US Senator,,28/06/2022,,C,,,,,,Y
DeAndre A. Carter,D,deandrecarternc,NC,US Representative,1,17/05/2022,,NL,,,,,,Y
Scott Huffman,D,huffmanfornc,NC,US Representative,10,17/05/2022,,C,,8,,,,Y
Patrick McHenry,R,mchenrycampaign,NC,US Representative,10,17/05/2022,68.1,,,,,,,Y
Richard Hudson,R,richhudson,NC,US Representative,10,17/05/2022,79.2,,,9,,,,Y
Rodney H. Honeycutt,R,,NC,US Representative,11,17/05/2022,6.5,,,,,,,Y
James Eric Batchelor,R,,NC,US Representative,11,17/05/2022,,WD,,11,,,,Y
Bruce H. O'Connell,R,bruce_oconnell,NC,US Representative,11,17/05/2022,6.8,,,,,,,Y
Eric Gash,D,gashforcongress,NC,US Representative,11,17/05/2022,,WD,,14,,,,Y
Roberto L. Hess,D,bohessforus,NC,US Representative,11,17/05/2022,3.8,,,,,,,Y
Josh Remillard,D,joshremillardnc,NC,US Representative,11,17/05/2022,,WD,,13,,,,Y
Lynda Carter Bennett,R,lyndabennettnc,NC,US Representative,11,17/05/2022,,NL,,,,,,Y
Virginia Foxx,R,foxxforcongress,NC,US Representative,11,17/05/2022,76.6,,,5,,,,Y
Francisco Rios,R,riosvote,NC,US Representative,12,17/05/2022,3.9,,,9,,,,Y
Tyler Lee,R,votetylerlee,NC,US Representative,12,17/05/2022,42.9,,,,,,,Y
Karen W. Bentley,R,karenbentleync,NC,US Representative,13,17/05/2022,,WD,,,,,,Y
Mark Robertson,R,robertsonfornv,NC,US Representative,13,14/06/2022,,NL,,,,,,Y
Madison Cawthorn,R,cawthornfornc,NC,US Representative,13,17/05/2022,31.9,,,11,,,,Y
Billy J. Brewster,R,,NC,US Representative,13,17/05/2022,,WD,,,,,,Y
John C. Aneralla,R,anerallajohn,NC,US Representative,13,17/05/2022,,WD,,,,,,Y
Jason A. Spriggs,D,jasonspriggs4nc,NC,US Representative,2,17/05/2022,3.1,,,1,,,,Y
James D. Gailliard,D,jdgailliard,NC,US Representative,2,17/05/2022,,WD,,,,,,Y
Erica D. Smith,D,,NC,US Representative,2,17/05/2022,31.1,,,1,,,,Y
George E. Holding,R,georgeholding,NC,US Representative,2,17/05/2022,,NL,,,,,,Y
Jason Minnicozzi,D,jasonfornc,NC,US Representative,3,17/05/2022,,WD,,,,,,Y
Barbara D. Gaskins,D,barbara4nc,NC,US Representative,3,17/05/2022,80.8,,,,,,,Y
Gregory F. Murphy,R,gregmurphymd,NC,US Representative,3,17/05/2022,75.7,,,,,,,Y
DeVan Barbour,R,devanbarbour,NC,US Representative,4,17/05/2022,22.7,,,13,,,,Y
Craig R. Kinsey,R,kinseyfornc,NC,US Representative,4,17/05/2022,,WD,,,,,,Y
Rene Borghese,R,reneforcongress,NC,US Representative,4,17/05/2022,,WD,,,,,,Y
Ben Clark,D,benclarknc,NC,US Representative,4,17/05/2022,,C,,9,,,,Y
Deborah Ross,D,deborahrossnc,NC,US Representative,5,17/05/2022,,C,,2,,,,Y
Nida Allam,D,nidaallam,NC,US Representative,6,17/05/2022,37,,,4,,,,Y
Gerald D. Austin,R,electaustin,NC,US Representative,6,17/05/2022,6,,,,,,,Y
Mahesh Ganorkar,R,maxcongress,NC,US Representative,6,17/05/2022,25.6,,,2,,,,Y
Wiley Nickel,D,wileynickel,NC,US Representative,6,17/05/2022,52.7,,,13,,,,Y
Kathy Manning,D,kathymanningnc,NC,US Representative,6,17/05/2022,,C,,,,,,Y
Richard L. Watkins,D,rlwatkinsnc,NC,US Representative,6,17/05/2022,1.3,,,4,,,,Y
Clay H. Aiken,D,clayaiken,NC,US Representative,6,17/05/2022,7.4,,,4,,,,Y
Valerie P. Foushee,D,fousheefornc,NC,US Representative,6,17/05/2022,46.1,,,4,,,,Y
Kyle Parrish,D,,NC,US Representative,7,17/05/2022,,C,,5,,,,Y
Max Beckwith,R,max4congress1,NC,US Representative,7,17/05/2022,20.8,,,,,,,Y
Stephen Miller,D,stevemillernc,NC,US Representative,7,17/05/2022,23.3,,,,,,,Y
Robert N. Hines,R,bohines,NC,US Representative,7,17/05/2022,32.1,,,13,,,,Y
Denton F. Lee,D,dentonleenc,NC,US Representative,7,17/05/2022,8,,,13,,,,Y
Lee Haywood,R,1haywood,NC,US Representative,7,17/05/2022,33.7,,,6,,,,Y
Peter R. Boykin,R,boykin4congress,NC,US Representative,7,17/05/2022,,WD,,,,,,Y
Brandon W. Acker,D,ackerforamerica,NC,US Representative,7,17/05/2022,,NL,,,,,,Y
Crystal Cavalier,D,,NC,US Representative,7,17/05/2022,1.3,,,4,,,,Y
David Rouzer,R,davidrouzer,NC,US Representative,7,17/05/2022,79.2,,,,,,,Y
Dan Bishop,R,jdanbishop,NC,US Representative,8,17/05/2022,,C,,,,,,Y
Ramin Mammadov,D,ram4congress,NC,US Representative,9,17/05/2022,13.9,,,14,,,,Y
Christian Cano,D,cano4nc,NC,US Representative,9,17/05/2022,,NL,,,,,,Y
Alma Adams,D,almaforcongress,NC,US Representative,9,17/05/2022,91.7,,,12,,,,Y
Marty Cooke,R,,NC,US Senator,,17/05/2022,,WD,,,,,,Y
Jennifer A. Banwart,R,jen4sennc,NC,US Senator,,17/05/2022,0.4,,,,,,,Y
Cheri Beasley,D,cheribeasleync,NC,US Senator,,17/05/2022,81.1,,,,,,,Y
"Everette S, Newton",D,rettnewton,NC,US Senator,,17/05/2022,1.6,,,,,,,Y
Tobias E. LaGrone,D,tobias_lagrone,NC,US Senator,,17/05/2022,0.8,,,,,,,Y
Ava Edwards,D,,NC,US Senator,,17/05/2022,,WD,,,,,,Y
Keith Davenport,D,davenport4potus,NC,US Senator,,17/05/2022,,WD,,,,,,Y
Richard L. Watkins,D,rlwatkinsnc,NC,US Senator,,17/05/2022,,WD,,,,,,Y
Ted Budd,R,tedbuddnc,NC,US Senator,,17/05/2022,58.6,,,,,,,Y
Jeff Jackson,D,jeffjacksonnc,NC,US Senator,,17/05/2022,,WD,,,,,,Y
Erica D. Smith,D,,NC,US Senator,,17/05/2022,,WD,,,,,,Y
Mark Walker,R,walker4nc,NC,US Senator,,08/03/2022,9.2,,,,,,,Y
Pat McCrory,R,patmccrorync,NC,US Senator,,17/05/2022,24.6,,,,,,,Y
Katrina Christiansen,D,katrina_senate,ND,US Senator,1,14/06/2022,76.2,,,,,,,Y
Kelly Armstrong,R,armstrong_nd,ND,US Representative,1,14/06/2022,99,,,,,,,Y
Michael J. Steele,D,j_senate,ND,US Senator,,14/06/2022,23.8,,,,,,,Y
John Hoeven,R,hoeven4senate,ND,US Senator,,14/06/2022,78.5,,,,,,,Y
Brent W. Centers,R,brentcenters,OH,US Representative,1,03/05/2022,,NL,,,,,,Y
Savanna Redden,D,,OH,US Representative,1,03/05/2022,,WD,,,,,,Y
Steve Chabot,R,stevechabot,OH,US Representative,1,03/05/2022,100,,,,,,,Y
Baxter Stapleton,D,baxterstapleton,OH,US Representative,10,03/05/2022,25.5,,,,,,,Y
Mike Turner,R,miketurneroh,OH,US Representative,10,03/05/2022,100,,,,,,,Y
Seth Corey,D,sethcorey,OH,US Representative,11,03/05/2022,,NL,,,,,,Y
Nina Turner,D,ninaturner,OH,US Representative,11,03/05/2022,33.7,,,,,,,Y
Alaina Shearer,D,alainashearer,OH,US Representative,12,03/05/2022,,WD,,,,,,Y
Daniel J. O'Connor,D,dannyoconnor1,OH,US Representative,12,03/05/2022,,WD,,15,,,,Y
Troy Balderson,R,troy_balderson,OH,US Representative,12,03/05/2022,82.3,,,,,,,Y
Gregory Wheeler,R,,OH,US Representative,13,03/05/2022,23.4,,,,,,,Y
Eric Scott Jones,D,ohioericjones,OH,US Representative,13,03/05/2022,25.3,,,6,,,,Y
Matthew A. Diemer,D,matthewdiemer,OH,US Representative,13,03/05/2022,62.8,,,7,,,,Y
Robert J. Santos,R,santosforohio,OH,US Representative,13,03/05/2022,,NL,,,,,,Y
Jonah Schulz,R,jonahschulzoh,OH,US Representative,13,03/05/2022,13.9,,,7,,,,Y
Max L. Miller,R,maxmilleroh,OH,US Representative,13,03/05/2022,71.8,,,7,,,,Y
Shay Hawkins,R,shay_hawkins_oh,OH,US Representative,13,03/05/2022,11.4,,,,,,,Y
Emilia Strong Sykes,D,emiliasykesoh,OH,US Representative,13,03/05/2022,100,,,,,,,Y
Patrick Eugene Awtrey,R,patrickawtrey,OH,US Representative,14,03/05/2022,16,,,,,,,Y
Brenden P. Kelley,D,brendenpkelley,OH,US Representative,14,03/05/2022,,WD,,,,,,Y
Dave Joyce,R,davejoyceoh14,OH,US Representative,14,03/05/2022,75.7,,,,,,,Y
Michael Stinziano,D,stinziano,OH,US Representative,15,03/05/2022,,NL,,,,,,Y
Brian Stewart,R,brianstewartoh,OH,US Representative,15,03/05/2022,,NL,,,,,,Y
Daniel M. Kilgore,D,dankilgoreoh,OH,US Representative,15,03/05/2022,,WD,,,,,,Y
Brad Wenstrup,R,bradwenstrup,OH,US Representative,2,03/05/2022,77.4,,,,,,,Y
Matthew A. Meade,D,,OH,US Representative,3,03/05/2022,,WD,,,,,,Y
Joyce Beatty,D,joycebeatty,OH,US Representative,3,03/05/2022,100,,,,,,,Y
Tamie Wilson,D,,OH,US Representative,4,03/05/2022,51.5,,,,,,,Y
Jeffrey A. Sites,D,sites4congress,OH,US Representative,4,03/05/2022,48.5,,,,,,,Y
Jim Jordan,R,jim_jordan,OH,US Representative,4,03/05/2022,100,,,,,,,Y
Craig Stephen Swartz,D,forswartz,OH,US Representative,5,03/05/2022,55.3,,,,,,,Y
Bob Latta,R,latta4congress,OH,US Representative,5,03/05/2022,100,,,,,,,Y
Bill Johnson,R,johnsonleads,OH,US Representative,6,03/05/2022,76.4,,,,,,,Y
Matt Shoemaker,R,,OH,US Representative,7,03/05/2022,,WD,,,,,,Y
Bob Gibbs,R,,OH,US Representative,7,03/05/2022,,WD,,,,,,Y
Warren Davidson,R,vote_davidson,OH,US Representative,8,03/05/2022,72.4,,,,,,,Y
J.R. Majewski,R,jrmajewski,OH,US Representative,9,03/05/2022,35.7,,,,,,,Y
Craig Riedel,R,craig_riedel,OH,US Representative,9,03/05/2022,31,,,,,,,Y
Marcy Kaptur,D,marcy_kaptur,OH,US Representative,9,03/05/2022,100,,,,,,,Y
J.D. Vance,R,jdvance1,OH,US Senator,,03/05/2022,32.2,,,,,,,Y
Demar Sheffey,D,campaignsheffey,OH,US Senator,,03/05/2022,,WD,,,,,,Y
Bernie Moreno,R,berniemoreno,OH,US Senator,,03/05/2022,,WD,,,,,,Y
Jane Timken,R,janetimkenoh,OH,US Senator,,03/05/2022,5.9,,,,,,,Y
Mackenzie Thompson,R,mthompson2022,OH,US Senator,,03/05/2022,,WD,,,,,,Y
Mark Pukita,R,mark4ohio,OH,US Senator,,03/05/2022,2.1,,,,,,,Y
Michael D. Leipold,R,michaelleipold2,OH,US Senator,,03/05/2022,,WD,,,,,,Y
Morgan Harper,D,mh4oh,OH,US Senator,,03/05/2022,17.8,,,,,,,Y
Mike Gibbons,R,mikegibbonsoh,OH,US Senator,,03/05/2022,11.7,,,,,,,Y
Traci Johnson,D,traci_tjjohnson,OH,US Senator,,03/05/2022,12.6,,,,,,,Y
Josh A. Mandel,R,,OH,US Senator,,03/05/2022,23.9,,,,,,,Y
Matt Dolan,R,dolan4ohio,OH,US Senator,,03/05/2022,23.3,,,,,,,Y
Tim Ryan,D,timryan,OH,US Senator,,03/05/2022,69.6,,,,,,,Y
John P. Swoboda,D,swobodaok,OK,US Representative,1,28/06/2022,,NL,,,,,,Y
Kevin Hern,R,krhern,OK,US Representative,1,28/06/2022,,C,,,,,,Y
Markwayne Mullin,R,markwaynemullin,OK,US Representative,2,28/06/2022,,NL,,,,,,Y
William Wade Burleson,R,burleson4usrep,OK,US Representative,3,28/06/2022,30.7,,,,,,,Y
Frank Lucas,R,frankdlucas,OK,US Representative,3,28/06/2022,61.1,,,,,,,Y
Tom Cole,R,coleforcongress,OK,US Representative,4,28/06/2022,69.7,,,,,,,Y
Abby S. Broyles,D,abbybroyles,OK,US Representative,5,28/06/2022,,WD,,,,,,Y
Stephanie Bice,R,stephaniebice,OK,US Representative,5,28/06/2022,67.7,,,,,,,Y
Madison Horn,D,madisonhornok,OK,US Senator,,28/06/2022,37.2,,,,,63.7,,Y
Jason Bollinger,D,jason_bollinger,OK,US Senator,,28/06/2022,16.8,,,,,36.3,,Y
Jackson R. Lahmeyer,R,jacksonlahmeyer,OK,US Senator,,28/06/2022,26.4,,,,,,,Y
Joan E. Farr,R,farrforus,OK,US Senator,,28/06/2022,5.8,,,,,,,Y
James Lankford,R,jameslankford,OK,US Senator,,28/06/2022,67.8,,,,,,,Y
Cliff Bentz,R,cliffbentz,OR,US Representative,2,17/05/2022,75,,,,,,,Y
Earl Blumenauer,D,repblumenauer,OR,US Representative,3,17/05/2022,94.3,,,,,,,Y
Jeremy Van Tress,R,jeremy_vantress,OR,US Representative,4,17/05/2022,,WD,,,,,,Y
Alek R. Skarlatos,R,alekskarlatos,OR,US Representative,4,17/05/2022,98.3,,,,,,,Y
Sami A. Al-AbdRabbuh,D,samioregon,OR,US Representative,4,17/05/2022,6.9,,,,,,,Y
Peter DeFazio,D,defazio4oregon,OR,US Representative,4,17/05/2022,,NL,,,,,,Y
John Di Paola,R,,OR,US Representative,5,17/05/2022,16.1,,,,,,,Y
James Crumpacker,R,votecrumpacker,OR,US Representative,5,17/05/2022,29,,,,,,,Y
Mark F. Gamba,D,mark_gamba,OR,US Representative,5,17/05/2022,,NL,,,,,,Y
Lori Chavez-DeRemer,R,lchavezderemer,OR,US Representative,5,17/05/2022,42.8,,,,,,,Y
Kurt Schrader,D,,OR,US Representative,5,17/05/2022,44.8,,,,,,,Y
Ricky Barajas,D,rickybarajas4or,OR,US Representative,6,17/05/2022,0.4,,,,,,,Y
Kathleen Harder,D,,OR,US Representative,6,17/05/2022,7.8,,,,,,,Y
Teresa Alonso Leon,D,teresa4oregon,OR,US Representative,6,17/05/2022,6.5,,,,,,,Y
Andrea Salinas,D,andrearsalinas,OR,US Representative,6,17/05/2022,36.8,,,,,,,Y
Loretta Smith,D,lorettasmithor,OR,US Representative,6,17/05/2022,10,,,,,,,Y
Angela Plowhead,R,angelafororegon,OR,US Representative,6,17/05/2022,13.2,,,,,,,Y
Amy Ryan Courser,R,amyfororegon,OR,US Representative,6,17/05/2022,16.3,,,,,,,Y
Carrick Flynn,D,carrickflynnor,OR,US Representative,6,17/05/2022,18.4,,,,,,,Y
Steven Cody Reynolds,D,,OR,US Representative,6,17/05/2022,11.2,,,,,,,Y
Matt West,D,mattdwest,OR,US Representative,6,17/05/2022,8,,,,,,,Y
Ron Noble,R,noblefororegon,OR,US Representative,6,17/05/2022,17.6,,,,,,,Y
David Russ,R,russisforus,OR,US Representative,6,17/05/2022,3.8,,,,,,,Y
Nate Sandvig,R,sandvig_nate,OR,US Representative,6,17/05/2022,3.6,,,,,,,Y
Darin Harbick,R,darinharbickore,OR,US Senator,,17/05/2022,30.7,,,,,,,Y
Rodney Jason Beebe,R,beebefororegon,OR,US Senator,,17/05/2022,11.3,,,,,,,Y
William E. Barlow,D,wmbarlowiii,OR,US Senator,,17/05/2022,7.1,,,,,,,Y
Jo Rae Perkins,R,,OR,US Senator,,17/05/2022,33,,,,,,,Y
Ron Wyden,D,wydenfororegon,OR,US Senator,,17/05/2022,88.8,,,,,,,Y
Eric M. Bruno,D,brunoamato_1,PA,US Representative,1,17/05/2022,,WD,,,,,,Y
Ashley Ehasz,D,ashley_ehasz,PA,US Representative,1,17/05/2022,100,,,,,,,Y
Brian Fitzpatrick,R,brianfitzusa,PA,US Representative,1,17/05/2022,65.6,,,,,,,Y
Paul Fermo,D,paulfermopa,PA,US Representative,1,17/05/2022,,WD,,,,,,Y
Brian Allen,R,electbrianallen,PA,US Representative,10,17/05/2022,,WD,,,,,,Y
Eugene A. DePasquale,D,depasqualepa,PA,US Representative,10,17/05/2022,,NL,,,,,,Y
Scott Perry,R,patriotsperry,PA,US Representative,10,17/05/2022,100,,,,,,,Y
Daniel L. Burton,R,burtonforpa,PA,US Representative,11,17/05/2022,,NL,,,,,,Y
