INCUMBENT,STATUS,ELECTIONCODE,ELECTIONDATE,STATEABBR,LEVEL,CHAMBER,DISTRICT,RACE,ETHNICITY,GENDER,PARTY,screen_name,name
,Running,P,2022-06-28,MD,FL,FH,2.0,US Representative,Black/African American,Female,D,brittanyo,Brittany T. Oliver
,Running,P,2022-06-28,MD,FL,FH,2.0,US Representative,White/Caucasian,Male,R,joekelleyhor22,Joe Kelley
Y,Running,P,2022-06-28,MD,FL,FH,2.0,US Representative,White/Caucasian,Male,D,godutchformd,Dutch Ruppersberger
,Running,P,2022-06-28,MD,FL,FH,3.0,US Representative,,Male,D,thegeorgecroom,George Croom
,Running,P,2022-06-28,MD,FL,FH,3.0,US Representative,,Male,R,antoniopitocco1,Antonio P. Pitocco
,Running,P,2022-06-28,MD,FL,FH,3.0,US Representative,,Male,D,mtc_md3,Malcolm T. Colombo
Y,Running,P,2022-06-28,MD,FL,FH,3.0,US Representative,White/Caucasian,Male,D,johnsarbanes,John Sarbanes
,Running,P,2022-06-28,MD,FL,FH,4.0,US Representative,Black/African American,Male,D,glenn_ivey,Glenn F. Ivey
,Running,P,2022-06-28,MD,FL,FH,4.0,US Representative,White/Caucasian,Male,R,georgemcdermot3,George E. McDermott
Y,Withdrew From Race,P,2022-06-28,MD,FL,FH,4.0,US Representative,Black/African American,Male,D,anthonybrownmd4,Anthony Brown
,Running,P,2022-06-28,MD,FL,FH,5.0,US Representative,White/Caucasian,Male,R,chrispalombi,Christopher Palombi
,Running,P,2022-06-28,MD,FL,FH,5.0,US Representative,Black/African American,Female,D,meetmckayla,McKayla N. Wilkes
Y,Running,P,2022-06-28,MD,FL,FH,5.0,US Representative,White/Caucasian,Male,D,stenyhoyer,Steny Hoyer
Y,Running,P,2022-06-28,MD,FL,FH,6.0,US Representative,White/Caucasian,Male,D,davidjtrone,David Trone
,Withdrew From Race,P,2022-06-28,MD,FL,FH,6.0,US Representative,Other,Female,D,arunamiller,Aruna Miller
,Running,P,2022-06-28,MD,FL,FH,6.0,US Representative,White/Caucasian,Male,R,neilparrott,Neil Parrott
,Running,P,2022-06-28,MD,FL,FH,7.0,US Representative,,Male,D,tashi_davis,Tashi K. Davis
Y,Running,P,2022-06-28,MD,FL,FH,7.0,US Representative,Black/African American,Male,D,mfume4congress,Kweisi Mfume
,Running,P,2022-06-28,MD,FL,FH,8.0,US Representative,,Female,R,rocaforcongress,Mariela Roca
Y,Running,P,2022-06-28,MD,FL,FH,8.0,US Representative,White/Caucasian,Male,D,jamie_raskin,Jamie Raskin
,Running,P,2022-06-28,MD,FL,FS,,US Senator,,Male,R,jamestarantin,James Tarantin
,Running,P,2022-06-28,MD,FL,FS,,US Senator,Two or More Ethnicities,Female,D,michellesenate,Michelle Laurence Smith
,Running,P,2022-06-28,MD,FL,FS,,US Senator,Black/African American,Male,D,mayorbyrd,Colin Byrd
,Running,P,2022-06-28,MD,FL,FS,,US Senator,Black/African American,Male,R,eze4senate,Nnabu Eze
Y,Running,P,2022-09-06,MA,FL,FH,1.0,US Representative,White/Caucasian,Male,D,nealforcongress,Richard Neal
,Running,P,2022-09-06,MA,FL,FH,2.0,US Representative,White/Caucasian,Male,R,barassinick,Nicholas Barassi
,Running,P,2022-09-06,MA,FL,FH,2.0,US Representative,White/Caucasian,Male,R,jeffreycongress,Jeffrey Allen Sossa-Paquette
Y,Running,P,2022-09-06,MA,FL,FH,2.0,US Representative,White/Caucasian,Male,D,mcgovernma,Jim McGovern
Y,Running,P,2022-09-06,MA,FL,FH,3.0,US Representative,White/Caucasian,Female,D,loritrahanma,Lori Trahan
,Running,P,2022-09-06,MA,FL,FH,3.0,US Representative,Asian/Pacific American,Male,R,senatordeantran,Dean A. Tran
Y,Running,P,2022-09-06,MA,FL,FH,4.0,US Representative,White/Caucasian,Male,D,jakeauch,Jake Auchincloss
,Withdrew From Race,P,2022-09-06,MA,FL,FH,4.0,US Representative,White/Caucasian,Female,R,hall4congressma,Julie A. Hall
Y,Running,P,2022-09-06,MA,FL,FH,5.0,US Representative,White/Caucasian,Female,D,katherineclark,Katherine Clark
Y,Running,P,2022-09-06,MA,FL,FH,6.0,US Representative,White/Caucasian,Male,D,sethmoulton,Seth Moulton
Y,Running,P,2022-09-06,MA,FL,FH,7.0,US Representative,Black/African American,Female,D,ayannapressley,Ayanna Pressley
,Withdrew From Race,P,2022-09-06,MA,FL,FH,8.0,US Representative,Hispanic/Latino,Male,D,mike4_congress,Michael Ruiz
Y,Running,P,2022-09-06,MA,FL,FH,8.0,US Representative,White/Caucasian,Male,D,replynch,Stephen Lynch
,Running,P,2022-09-06,MA,FL,FH,9.0,US Representative,White/Caucasian,Male,R,jessebrownma,Jesse Brown
Y,Running,P,2022-09-06,MA,FL,FH,9.0,US Representative,White/Caucasian,Male,D,williamkeating,Bill Keating
Y,Running,P,2022-08-02,MI,FL,FH,1.0,US Representative,White/Caucasian,Male,R,jackbergman_mi1,Jack Bergman
,Running,P,2022-08-02,MI,FL,FH,10.0,US Representative,,Female,D,huwaidaarraf,Huwaida Arraf
,Running,P,2022-08-02,MI,FL,FH,10.0,US Representative,White/Caucasian,Male,D,jayeformi,Brian S. Jaye
,Withdrew From Race,P,2022-08-02,MI,FL,FH,10.0,US Representative,,Male,R,esshakicongress,Eric Esshaki
Y,Running,P,2022-08-02,MI,FL,FH,10.0,US Representative,White/Caucasian,Female,R,lisaforcongress,Lisa McClain
Y,Running,P,2022-08-02,MI,FL,FH,11.0,US Representative,White/Caucasian,Female,D,haleylive,Haley Stevens
,Running,P,2022-08-02,MI,FL,FH,12.0,US Representative,,Female,D,unite12th,Michelle Wooddell
Y,Running,P,2022-08-02,MI,FL,FH,12.0,US Representative,White/Caucasian,Female,D,debdingell,Debbie Dingell
,Running,P,2022-08-02,MI,FL,FH,12.0,US Representative,Black/African American,Female,D,electshanelle,Shanelle M. Jackson
,Running,P,2022-08-02,MI,FL,FH,13.0,US Representative,,Male,D,michaelformi,Michael Griffie
,Running,P,2022-08-02,MI,FL,FH,13.0,US Representative,Black/African American,Male,D,adamant4detroit,Adam Hollier
Y,Running,P,2022-08-02,MI,FL,FH,13.0,US Representative,Other,Female,D,rashidatlaib,Rashida Tlaib
Y,Running,P,2022-08-02,MI,FL,FH,2.0,US Representative,White/Caucasian,Male,R,billhuizenga,Bill Huizenga
,Running,P,2022-08-02,MI,FL,FH,3.0,US Representative,,Female,R,gabiforcongress,Gabriella Manolache
,Running,P,2022-08-02,MI,FL,FH,3.0,US Representative,White/Caucasian,Female,R,audra4congress,Audra Johnson
,Running,P,2022-08-02,MI,FL,FH,3.0,US Representative,White/Caucasian,Female,D,hillaryscholten,Hillary Scholten
Y,Running,P,2022-08-02,MI,FL,FH,3.0,US Representative,White/Caucasian,Male,R,votemeijer,Peter Meijer
,Running,P,2022-08-02,MI,FL,FH,3.0,US Representative,White/Caucasian,Male,R,fornorton,Thomas J. Norton
,Withdrew From Race,P,2022-08-02,MI,FL,FH,4.0,US Representative,White/Caucasian,Male,D,anthonyfeig,Anthony D. Feig
Y,Running,P,2022-08-02,MI,FL,FH,4.0,US Representative,White/Caucasian,Male,R,johnmoolenaar,John Moolenaar
Y,Running,P,2022-08-02,MI,FL,FH,5.0,US Representative,White/Caucasian,Male,D,dankildee,Dan Kildee
,Withdrew From Race,P,2022-08-02,MI,FL,FH,6.0,US Representative,,Male,R,runwithrocha,Jon C. Rocha
,Withdrew From Race,P,2022-08-02,MI,FL,FH,6.0,US Representative,,Female,R,gina4staterep,Gina Johnsen
,Running,P,2022-08-02,MI,FL,FH,6.0,US Representative,White/Caucasian,Male,R,scarradini,Stephen Carra
Y,Running,P,2022-08-02,MI,FL,FH,6.0,US Representative,White/Caucasian,Male,R,uptonforallofus,Fred Upton
,Running,P,2022-08-02,MI,FL,FH,7.0,US Representative,White/Caucasian,Male,R,sentombarrett,Tom Barrett
Y,Running,P,2022-08-02,MI,FL,FH,7.0,US Representative,White/Caucasian,Male,R,timwalberg,Tim Walberg
,Withdrew From Race,P,2022-08-02,MI,FL,FH,8.0,US Representative,White/Caucasian,Male,R,detmermike,Michael Detmer
,Running,P,2022-08-02,MI,FL,FH,8.0,US Representative,White/Caucasian,Male,R,votepauljunge,Paul Junge
Y,Running,P,2022-08-02,MI,FL,FH,8.0,US Representative,White/Caucasian,Female,D,elissaslotkin,Elissa Slotkin
Y,Running,P,2022-08-02,MI,FL,FH,9.0,US Representative,White/Caucasian,Male,D,andy_levin,Andy Levin
,Running,P,2022-08-09,MN,FL,FH,1.0,US Representative,White/Caucasian,Male,R,hastingsforil,Michael M.E. Hastings
,Withdrew From Race,P,2022-08-09,MN,FL,FH,1.0,US Representative,White/Caucasian,Male,R,jimhagedornmn,Jim Hagedorn
,Running,P,2022-08-09,MN,FL,FH,2.0,US Representative,White/Caucasian,Male,R,kistnercongress,Tyler Kistner
Y,Running,P,2022-08-09,MN,FL,FH,2.0,US Representative,White/Caucasian,Female,D,angiecraigmn,Angie Craig
,Running,P,2022-08-02,MN,FL,FH,2.0,US Representative,Black/African American,Male,R,pbiii4usa,Paul Berry
,Running,P,2022-08-09,MN,FL,FH,3.0,US Representative,White/Caucasian,Female,D,lilyericksonmn,Lily Joy Erickson
Y,Running,P,2022-08-09,MN,FL,FH,3.0,US Representative,White/Caucasian,Male,D,deanbphillips,Dean Phillips
Y,Running,P,2022-08-09,MN,FL,FH,4.0,US Representative,White/Caucasian,Female,D,votebetty,Betty McCollum
,Running,P,2022-08-09,MN,FL,FH,5.0,US Representative,,Female,R,cicelydavismn,Cicely Davis
,Running,P,2022-08-09,MN,FL,FH,5.0,US Representative,Black/African American,Male,R,lacyjohnsonmn,Lacy Johnson
Y,Running,P,2022-08-09,MN,FL,FH,5.0,US Representative,Other,Female,D,ilhanmn,Ilhan Omar
Y,Running,P,2022-08-09,MN,FL,FH,6.0,US Representative,White/Caucasian,Male,R,tomemmer,Tom Emmer
,Running,P,2022-08-09,MN,FL,FH,7.0,US Representative,,Male,D,reedolsonmn7,Reed Olson
,Running,P,2022-08-09,MN,FL,FH,7.0,US Representative,,Male,D,markforall2022,Mark J. Lindquist
Y,Running,P,2022-08-09,MN,FL,FH,7.0,US Representative,White/Caucasian,Female,R,fischbachmn7,Michelle Fischbach
,Running,P,2022-08-09,MN,FL,FH,8.0,US Representative,,Male,D,peltier4mncd7,Ernest J. Oppegaard-Peltier
Y,Running,P,2022-08-09,MN,FL,FH,8.0,US Representative,White/Caucasian,Male,R,petestauber,Pete Stauber
Y,Running,P,2022-06-07,MS,FL,FH,1.0,US Representative,White/Caucasian,Male,R,kellyforms01,Trent Kelly
Y,Running,P,2022-06-07,MS,FL,FH,2.0,US Representative,Black/African American,Male,D,bgthompsonms,Bennie G. Thompson
,Running,P,2022-06-07,MS,FL,FH,3.0,US Representative,Black/African American,Male,D,shuwaskiyoung,Shuwaski Young
Y,Running,P,2022-06-07,MS,FL,FH,3.0,US Representative,White/Caucasian,Male,R,guestcongress,Michael Guest
,Running,P,2022-06-07,MS,FL,FH,4.0,US Representative,,Male,R,raymondnbrooks1,Raymond N. Brooks
,Running,P,2022-06-07,MS,FL,FH,4.0,US Representative,White/Caucasian,Male,R,mikeezell11,Mike Ezell
,Running,P,2022-06-07,MS,FL,FH,4.0,US Representative,White/Caucasian,Male,R,carl4congressms,Carl L. Boyanton
Y,Running,P,2022-06-07,MS,FL,FH,4.0,US Representative,White/Caucasian,Male,R,stevenpalazzo,Steven Palazzo
,Running,P,2022-08-02,MO,FL,FH,1.0,US Representative,Black/African American,Male,R,ajones4mayorstl,Andrew M. Jones
Y,Running,P,2022-08-02,MO,FL,FH,1.0,US Representative,Black/African American,Female,D,coribush,Cori Bush
,Running,P,2022-08-02,MO,FL,FH,2.0,US Representative,White/Caucasian,Male,D,samuelsformo,Ben Samuels
,Running,P,2022-08-02,MO,FL,FH,2.0,US Representative,White/Caucasian,Female,D,trishformo,Trish Gunby
Y,Running,P,2022-08-02,MO,FL,FH,2.0,US Representative,White/Caucasian,Female,R,annlwagner,Ann Wagner
,Running,P,2022-08-02,MO,FL,FH,3.0,US Representative,,Male,D,karlen4mo,Jonathan Karlen
,Withdrew From Race,P,2022-08-02,MO,FL,FH,3.0,US Representative,White/Caucasian,Male,D,nicoloff_josh,Joshua Nicoloff
,Running,P,2022-08-02,MO,FL,FH,3.0,US Representative,White/Caucasian,Male,R,brawil86,Brandon Wilkinson
Y,Running,P,2022-08-02,MO,FL,FH,3.0,US Representative,White/Caucasian,Male,R,luetkemeyerb,Blaine Luetkemeyer
,Running,P,2022-08-02,MO,FL,FH,4.0,US Representative,,Male,R,irwincongress,William Irwin
,Running,P,2022-08-02,MO,FL,FH,4.0,US Representative,,Male,R,taylorwburks,Taylor Burks
,Withdrew From Race,P,2022-08-02,MO,FL,FH,4.0,US Representative,White/Caucasian,Male,R,ryanjohnsonmo,Ryan Johnson
,Running,P,2022-08-02,MO,FL,FH,4.0,US Representative,White/Caucasian,Female,R,saraformissouri,Sara Walsh
Y,Running,P,2022-08-02,MO,FL,FH,5.0,US Representative,Black/African American,Male,D,vote4cleaver,Emanuel Cleaver
,Running,P,2022-08-02,MO,FL,FH,6.0,US Representative,White/Caucasian,Male,R,repshultz,Dakota Shultz
,Running,P,2022-08-02,MO,FL,FH,6.0,US Representative,Black/African American,Male,D,hmforcongress,Henry R. Martin
,Running,P,2022-08-02,MO,FL,FH,7.0,US Representative,,Male,R,justindsnider,Justin Dale Snider
,Running,P,2022-08-02,MO,FL,FH,7.0,US Representative,,Male,R,derralc,Derral Reynolds
,Running,P,2022-08-02,MO,FL,FH,7.0,US Representative,White/Caucasian,Female,R,audrey4congress,Audrey Richards
,Running,P,2022-08-02,MO,FL,FH,7.0,US Representative,White/Caucasian,Male,R,ericburlison,Eric Burlison
Y,Running,P,2022-08-02,MO,FL,FH,8.0,US Representative,White/Caucasian,Male,R,jasonsmithmo,Jason Smith
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Female,D,buschvalentine,Trudy Busch Valentine
,Running,P,2022-08-02,MO,FL,FS,,US Senator,,Male,R,rdeets,Ronald E. Deets
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Male,R,mccloskeyusa,Mark T. McCloskey
,Running,P,2022-08-02,MO,FL,FS,,US Senator,,Male,D,spencertoder,Spencer R. Toder
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Male,D,tshepard4mo,Timothy J. Shepard
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Male,D,lucaskuncemo,Lucas Kunce
,Running,P,2022-08-02,MO,FL,FS,,US Senator,Black/African American,Male,D,jewelcommittee,Jewel W. Kelly
,Running,P,2022-08-02,MO,FL,FS,,US Senator,Black/African American,Female,D,drgenalross,Gena L. Ross
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Male,R,ericgreitens,Eric Greitens
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Male,R,daveschatzmo,Dave Schatz
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Male,D,scottsifton,Scott Sifton
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Male,R,auctnr1,Billy Long
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Female,R,vickyh4congress,Vicky Hartzler
,Running,P,2022-08-02,MO,FL,FS,,US Senator,White/Caucasian,Male,R,schmitt4senate,Eric S. Schmitt
,Running,P,2022-06-07,MT,FL,FH,1.0,US Representative,,Female,R,marytoddformt,Mary Todd
,Running,P,2022-06-07,MT,FL,FH,1.0,US Representative,White/Caucasian,Female,D,coraformt,Cora Neumann
,Running,P,2022-06-07,MT,FL,FH,1.0,US Representative,White/Caucasian,Male,D,winterformt,Tom Winter
,Withdrew From Race,P,2022-06-07,MT,FL,FH,1.0,US Representative,White/Caucasian,Female,D,lauriebishopmt,Laurie Bishop
,Running,P,2022-06-07,MT,FL,FH,1.0,US Representative,,Female,D,monicatranel,Monica Tranel
,Running,P,2022-06-07,MT,FL,FH,1.0,US Representative,White/Caucasian,Male,R,alformontana,Albert Olszewski
,Running,P,2022-06-07,MT,FL,FH,1.0,US Representative,White/Caucasian,Male,R,ryanzinke,Ryan K. Zinke
,Running,P,2022-05-10,NE,FL,FH,1.0,US Representative,,Male,D,jazarikual,Joseph Zakaria
Y,Running,P,2022-05-10,NE,FL,FH,1.0,US Representative,White/Caucasian,Male,R,supportfortne,Jeff Fortenberry
,Running,P,2022-05-10,NE,FL,FH,2.0,US Representative,Black/African American,Female,D,alishakshelton,Alisha Shelton
Y,Running,P,2022-05-10,NE,FL,FH,2.0,US Representative,White/Caucasian,Male,R,donjbacon,Don Bacon
,Running,P,2022-06-14,NV,FL,FH,1.0,US Representative,Hispanic/Latino,Female,R,carolina4nv,Carolina Serrano
,Running,P,2022-06-14,NV,FL,FH,1.0,US Representative,,Female,D,amy4thepeople,Amy Vilela
Y,Running,P,2022-06-14,NV,FL,FH,1.0,US Representative,White/Caucasian,Female,D,dinatitus,Dina Titus
,Withdrew From Race,P,2022-06-14,NV,FL,FH,2.0,US Representative,,Male,D,simsfornevada,Aaron M. Sims
,Running,P,2022-06-14,NV,FL,FH,2.0,US Representative,,Male,D,joshifornv2,Rahul A. Joshi
Y,Running,P,2022-06-14,NV,FL,FH,2.0,US Representative,White/Caucasian,Male,R,amodeifornevada,Mark Amodei
,Running,P,2022-06-14,NV,FL,FH,3.0,US Representative,,Male,D,randellhynes,Randell Scott Hynes
,Running,P,2022-06-14,NV,FL,FH,3.0,US Representative,,Male,R,clark_bossert,Clark Bossert
,Running,P,2022-06-14,NV,FL,FH,3.0,US Representative,White/Caucasian,Male,R,kovacsfornv3,John Kovacs
,Running,P,2022-06-14,NV,FL,FH,3.0,US Representative,White/Caucasian,Male,R,noah4nv,Noah Malgeri
,Running,P,2022-06-14,NV,FL,FH,3.0,US Representative,White/Caucasian,Female,R,voteaprilbecker,April L. Becker
,Running,P,2022-06-14,NV,FL,FH,3.0,US Representative,White/Caucasian,Male,R,rpforcongress,Reinier Prijten
Y,Running,P,2022-06-14,NV,FL,FH,3.0,US Representative,White/Caucasian,Female,D,susieleenv,Susie Lee
,Running,P,2022-06-14,NV,FL,FH,4.0,US Representative,Black/African American,Male,R,tonylanenv,Tony Lane
,Running,P,2022-06-14,NV,FL,FH,4.0,US Representative,White/Caucasian,Male,R,sampetersnevada,Samuel J. Peters
Y,Running,P,2022-06-14,NV,FL,FH,4.0,US Representative,Black/African American,Male,D,stevenhorsford,Steven Horsford
,Running,P,2022-06-14,NV,FL,FS,,US Senator,White/Caucasian,Male,R,captainsambrown,Sam Brown
,Running,P,2022-06-14,NV,FL,FS,,US Senator,White/Caucasian,Female,R,sharelle4senate,Sharelle Mendenhall
,Running,P,2022-06-14,NV,FL,FS,,US Senator,White/Caucasian,Male,R,adamlaxalt,Adam P. Laxalt
Y,Running,P,2022-06-14,NV,FL,FS,,US Senator,Hispanic/Latino,Female,D,cortezmasto,Catherine Cortez Masto
,Running,P,2022-09-13,NH,FL,FH,1.0,US Representative,White/Caucasian,Female,R,gailhuffbrown,Gail Huff Brown
,Running,P,2022-09-13,NH,FL,FH,1.0,US Representative,White/Caucasian,Male,R,timbaxternh,Tim Baxter
,Running,P,2022-09-13,NH,FL,FH,1.0,US Representative,White/Caucasian,Male,R,gileadtowne,Gilead R. Towne
,Running,P,2022-09-13,NH,FL,FH,1.0,US Representative,White/Caucasian,Female,R,kleavittnh,Karoline Leavitt
,Running,P,2022-09-13,NH,FL,FH,1.0,US Representative,White/Caucasian,Male,R,mowers,Matthew Mowers
Y,Running,P,2022-09-13,NH,FL,FH,1.0,US Representative,White/Caucasian,Male,D,chrispappasnh,Chris Pappas
,Running,P,2022-09-13,NH,FL,FH,2.0,US Representative,,Male,R,forpoirier,Dean A. Poirier
,Running,P,2022-09-13,NH,FL,FH,2.0,US Representative,White/Caucasian,Male,R,burnsfornh,Robert A. Burns
,Running,P,2022-09-13,NH,FL,FH,2.0,US Representative,Asian/Pacific American,Female,R,lily4liberty,Lily Tang Williams
Y,Running,P,2022-09-13,NH,FL,FH,2.0,US Representative,White/Caucasian,Female,D,annmclanekuster,Ann McLane Kuster
,Running,P,2022-09-13,NH,FL,FS,,US Senator,White/Caucasian,Male,R,gendonbolduc,Donald C. Bolduc
,Running,P,2022-09-13,NH,FL,FS,,US Senator,White/Caucasian,Male,R,gerardbeloin,Gerard Beloin
,Running,P,2022-09-13,NH,FL,FS,,US Senator,White/Caucasian,Male,R,smith4ussenate,Kevin H. Smith
Y,Running,P,2022-09-13,NH,FL,FS,,US Senator,White/Caucasian,Female,D,maggie_hassan,Maggie Hassan
,Running,P,2022-09-13,NH,FL,FS,,US Senator,White/Caucasian,Male,R,morse4senate,Chuck Morse
,Running,P,2022-06-07,NJ,FL,FH,1.0,US Representative,,Male,D,desantisford1,Mario DeSantis
,Running,P,2022-06-07,NJ,FL,FH,1.0,US Representative,White/Caucasian,Female,R,clairegfornjrep,Claire H. Gustafson
Y,Running,P,2022-06-07,NJ,FL,FH,1.0,US Representative,White/Caucasian,Male,D,donnorcross4nj,Donald Norcross
,Running,P,2022-06-07,NJ,FL,FH,10.0,US Representative,,Female,D,imanioakleynj10,Imani R. Oakley
,Running,P,2022-06-07,NJ,FL,FH,11.0,US Representative,White/Caucasian,Male,R,tomtoomeynj,Thomas A. Toomey
,Running,P,2022-06-07,NJ,FL,FH,11.0,US Representative,,Male,R,robertkovic,Robert D. Kovic
,Running,P,2022-06-07,NJ,FL,FH,11.0,US Representative,,Female,R,hbrotschol,Hillery Brotschol
Y,Running,P,2022-06-07,NJ,FL,FH,11.0,US Representative,White/Caucasian,Female,D,mikiesherrill,Mikie Sherrill
,Running,P,2022-06-07,NJ,FL,FH,11.0,US Representative,Other,Male,R,tayfun_selen,Tayfun Selen
,Running,P,2022-06-07,NJ,FL,FH,12.0,US Representative,Black/African American,Male,R,mrmayfieldusa,Darius Mayfield
Y,Running,P,2022-06-07,NJ,FL,FH,12.0,US Representative,Black/African American,Female,D,bonnie4congress,Bonnie Watson Coleman
,Running,P,2022-06-07,NJ,FL,FH,2.0,US Representative,,Male,R,clvrlibertyname,Scott Hitchner
,Running,P,2022-06-07,NJ,FL,FH,2.0,US Representative,,Male,D,revcurtisgreen,Curtis Green
,Running,P,2022-06-07,NJ,FL,FH,2.0,US Representative,White/Caucasian,Female,D,carolynrush31,Carolyn Rush
,Running,P,2022-06-07,NJ,FL,FH,2.0,US Representative,Hispanic/Latino,Male,D,tavarezcongress,Hector Tavarez
,Running,P,2022-06-07,NJ,FL,FH,2.0,US Representative,Black/African American,Male,D,talexander_nj02,Timothy C. Alexander
Y,Running,P,2022-06-07,NJ,FL,FH,2.0,US Representative,White/Caucasian,Male,R,jeffvandrew,Jefferson Van Drew
,Running,P,2022-06-07,NJ,FL,FH,3.0,US Representative,White/Caucasian,Female,R,newdayfornj,Tricia Flanagan
Y,Running,P,2022-06-07,NJ,FL,FH,3.0,US Representative,Asian/Pacific American,Male,D,andykimnj,Andy Kim
,Running,P,2022-06-07,NJ,FL,FH,4.0,US Representative,,Male,R,dfrancisco7,Daniel Francisco
,Running,P,2022-06-07,NJ,FL,FH,5.0,US Representative,White/Caucasian,Male,R,fred4nj5,Fred Schneiderman
,Running,P,2022-06-07,NJ,FL,FH,5.0,US Representative,White/Caucasian,Male,R,wepicknick,Nicholas A. D'Agostino
,Running,P,2022-06-07,NJ,FL,FH,5.0,US Representative,White/Caucasian,Male,R,frankpallottanj,Frank T. Pallotta
Y,Running,P,2022-06-07,NJ,FL,FH,5.0,US Representative,White/Caucasian,Male,D,joshgottheimer,Josh Gottheimer
Y,Running,P,2022-06-07,NJ,FL,FH,6.0,US Representative,White/Caucasian,Male,D,pallonefornj,Frank Pallone
,Running,P,2022-06-07,NJ,FL,FH,7.0,US Representative,,Male,R,sterlingschwab,Sterling Irwin Schwab
,Running,P,2022-06-07,NJ,FL,FH,7.0,US Representative,,Male,R,rikmehta_nj,Rikin Mehta
Y,Running,P,2022-06-07,NJ,FL,FH,7.0,US Representative,White/Caucasian,Male,D,malinowski,Tom Malinowski
,Running,P,2022-06-07,NJ,FL,FH,7.0,US Representative,White/Caucasian,Male,R,keanforcongress,Thomas H. Kean
Y,Withdrew From Race,P,2022-06-07,NJ,FL,FH,8.0,US Representative,Hispanic/Latino,Male,D,,Albio Sires
,Running,P,2022-06-07,NJ,FL,FH,9.0,US Representative,Black/African American,Male,R,billyprempeh,William Sreboe Prempeh
,Running,P,2022-06-07,NJ,FL,FH,9.0,US Representative,White/Caucasian,Male,D,michael_wildes,Michael J. Wildes
Y,Running,P,2022-06-07,NJ,FL,FH,9.0,US Representative,White/Caucasian,Male,D,pascrellfornj,Bill Pascrell
,Running,P,2022-06-07,NM,FL,FH,1.0,US Representative,,Female,R,reevecongress,Jacquelyn Patrice Reeve
,Withdrew From Race,P,2022-06-07,NM,FL,FH,1.0,US Representative,White/Caucasian,Male,D,lund2022,Sheridan J. Lund
Y,Running,P,2022-06-07,NM,FL,FH,1.0,US Representative,White/Caucasian,Female,D,melaniefornm,Melanie A. Stansbury
,Running,P,2022-06-07,NM,FL,FH,2.0,US Representative,Hispanic/Latino,Male,D,gabe_nm,Gabe Vasquez
Y,Running,P,2022-06-07,NM,FL,FH,2.0,US Representative,Indian/Native American,Female,R,yvette4congress,Yvette Herrell
Y,Running,P,2022-06-07,NM,FL,FH,3.0,US Representative,Hispanic/Latino,Female,D,teresafornm,Teresa Leger Fernandez
,Running,P,2022-06-28,NY,FL,FH,1.0,US Representative,,Male,R,cornicelli4ny1,Robert M. Cornicelli
,Running,P,2022-06-28,NY,FL,FH,1.0,US Representative,White/Caucasian,Female,D,karahahn,Kara Hahn
,Withdrew From Race,P,2022-06-28,NY,FL,FH,1.0,US Representative,,Male,D,johnaforny,John Atkinson
,Running,P,2022-06-28,NY,FL,FH,1.0,US Representative,,Male,D,aconnellsmith,Austin C. Smith
,Running,P,2022-06-28,NY,FL,FH,1.0,US Representative,White/Caucasian,Female,D,bridgetmfleming,Bridget M. Fleming
,Running,P,2022-06-28,NY,FL,FH,10.0,US Representative,,Female,R,najimbenine,Benine N. Hamdan
,Running,P,2022-06-28,NY,FL,FH,10.0,US Representative,,Female,D,ashmisheth1,Ashmi Sheth
,Running,P,2022-06-28,NY,FL,FH,10.0,US Representative,White/Caucasian,Male,D,bobwyman,Robert M. Wyman
Y,Running,P,2022-06-28,NY,FL,FH,10.0,US Representative,White/Caucasian,Male,D,jerrynadler,Jerry Nadler
,Running,P,2022-06-28,NY,FL,FH,11.0,US Representative,Two or More Ethnicities,Female,D,britt4congress,Brittany Ramos DeBarros
,Running,P,2022-06-28,NY,FL,FH,11.0,US Representative,White/Caucasian,Male,D,maxrose4ny,Max Rose
,Withdrew From Race,P,2022-06-28,NY,FL,FH,11.0,US Representative,White/Caucasian,Male,D,mikedecillis,Mike DeCillis
Y,Running,P,2022-06-28,NY,FL,FH,11.0,US Representative,Two or More Ethnicities,Female,R,nmalliotakis,Nicole Malliotakis
,Running,P,2022-06-28,NY,FL,FH,12.0,US Representative,White/Caucasian,Female,D,maudmaron,Maud Maron
,Running,P,2022-06-28,NY,FL,FH,12.0,US Representative,Hispanic/Latino,Female,D,mayatcontreras,Maya Contreras
,Running,P,2022-06-28,NY,FL,FH,12.0,US Representative,,Female,D,ranaforcongress,Rana Abdelhamid
,Running,P,2022-06-28,NY,FL,FH,12.0,US Representative,,Male,D,jessecerrotti,Jesse Cerrotti
,Running,P,2022-06-28,NY,FL,FH,12.0,US Representative,White/Caucasian,Male,D,surajpatelnyc,Suraj Patel
